invoice_id,brand,city,customer_type,gender,product_line,unit_price,quantity,tax,date,time,payment,cost,profit,rating
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,1/21/2019,18:01,Cash,372.19,18.6095,8.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,1/4/2019,18:19,Credit card,599.85,29.9925,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,3/18/2019,17:38,Ewallet,285.3,14.265,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,3/28/2019,13:41,Ewallet,91.11,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,3/2/2019,19:42,Credit card,897.57,44.8785,6.5
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,1/15/2019,17:17,Ewallet,547.92,27.396,4.7
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,1/16/2019,18:08,Cash,839.34,41.967,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,3/20/2019,19:17,Ewallet,461.8,23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,1/4/2019,13:24,Credit card,139.26,6.963,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,3/11/2019,15:53,Cash,207.27,10.3635,6.5
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,2/23/2019,18:30,Cash,293.88,14.694,6
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,3/24/2019,18:27,Cash,123.85,6.1925,8.5
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,2/25/2019,16:21,Cash,63.69,3.1845,6
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,2/12/2019,12:58,Ewallet,758.96,37.948,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,3/10/2019,18:59,Credit card,172.02,8.601,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,1/31/2019,13:44,Ewallet,272.1,13.605,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,3/6/2019,13:46,Ewallet,434.56,21.728,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,2/17/2019,18:06,Cash,59.05,2.9525,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,2/21/2019,12:38,Cash,12.54,0.627,8.2
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,3/4/2019,10:05,Cash,206.13,10.3065,8.7
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,1/11/2019,14:29,Credit card,174.32,8.716,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,1/26/2019,19:14,Ewallet,624.33,31.2165,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,1/31/2019,16:24,Ewallet,148.24,7.412,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,2/26/2019,10:52,Cash,544.2,27.21,5.3
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,3/27/2019,14:03,Cash,157.02,7.851,9.2
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,1/26/2019,19:28,Cash,162.74,8.137,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,3/12/2019,13:52,Credit card,31.77,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,2/11/2019,10:54,Cash,756.81,37.8405,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,2/21/2019,18:31,Cash,295.28,14.764,6.7
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,2/18/2019,20:29,Cash,62.48,3.124,4.7
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,3/30/2019,13:22,Cash,281.61,14.0805,9.6
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,1/28/2019,15:16,Credit card,87.05,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,3/5/2019,17:07,Credit card,221.1,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,3/2/2019,19:26,Cash,66.1,3.305,4.3
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,1/22/2019,10:55,Ewallet,672.03,33.6015,9.4
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,2/12/2019,19:01,Ewallet,152.58,7.629,7
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,1/9/2019,13:34,Ewallet,192.7,9.635,5.6
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,2/28/2019,18:37,Credit card,186.4,9.32,6
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,1/11/2019,10:37,Credit card,329.32,16.466,7.5
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,2/2/2019,18:42,Credit card,750.96,37.548,8.3
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,3/16/2019,11:22,Cash,95,4.75,5.2
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,2/9/2019,19:43,Cash,244.2,12.21,4.8
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,3/30/2019,12:45,Ewallet,206.52,10.326,7.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,1/15/2019,10:43,Cash,133.7,6.685,9.7
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,1/14/2019,19:06,Credit card,511.42,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,2/2/2019,15:34,Ewallet,418.95,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,3/17/2019,19:06,Credit card,351.9,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,3/2/2019,19:44,Credit card,28.78,1.439,7.2
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,2/15/2019,10:36,Cash,201.3,10.065,7.5
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,2/5/2019,14:14,Credit card,30.62,1.531,4.1
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,1/29/2019,14:12,Cash,130.48,6.524,9
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,1/25/2019,15:54,Cash,240.04,12.002,4.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,1/26/2019,18:19,Credit card,12.09,0.6045,8.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,3/9/2019,12:45,Credit card,522.6,26.13,6.2
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,2/7/2019,13:05,Credit card,263.76,13.188,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,2/25/2019,17:16,Credit card,292.2,14.61,4.9
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,3/7/2019,14:53,Ewallet,65.8,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,3/13/2019,19:22,Cash,153.2,7.66,5.7
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,3/13/2019,14:16,Ewallet,271.35,13.5675,4.6
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,2/26/2019,19:24,Ewallet,54.45,2.7225,7.9
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,1/23/2019,12:35,Cash,428.67,21.4335,5
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,3/14/2019,17:22,Credit card,141.88,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,1/8/2019,20:55,Cash,746,37.3,9.5
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,1/21/2019,10:00,Cash,72.72,3.636,7.1
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,1/23/2019,12:20,Ewallet,30.61,1.5305,5.2
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,3/6/2019,18:13,Ewallet,337.15,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,1/3/2019,19:17,Cash,42.24,2.112,9.7
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,2/21/2019,16:55,Cash,283.92,14.196,5.5
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,2/5/2019,18:45,Cash,41.78,2.089,9.8
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,2/26/2019,16:52,Ewallet,598.26,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,1/7/2019,20:52,Cash,335.79,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,1/7/2019,17:36,Cash,218.2,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,2/2/2019,13:23,Ewallet,381.68,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,3/20/2019,16:28,Cash,709.9,35.495,5.7
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,3/8/2019,10:53,Ewallet,906.5,45.325,7.3
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,2/5/2019,19:42,Ewallet,87.9,4.395,6.7
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,3/6/2019,13:29,Credit card,37,1.85,7.9
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,1/21/2019,18:00,Credit card,164.01,8.2005,8.6
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,3/28/2019,20:14,Cash,70.56,3.528,4.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,3/24/2019,14:22,Ewallet,140.64,7.032,9.6
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,2/20/2019,18:01,Cash,333.4,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,3/24/2019,14:49,Cash,74.86,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,1/31/2019,12:02,Cash,213.75,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,1/25/2019,13:30,Credit card,339.57,16.9785,5.2
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,1/25/2019,11:40,Cash,160.2,8.01,9.7
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,1/24/2019,17:37,Credit card,403,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,3/14/2019,17:20,Ewallet,194.95,9.7475,6
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,3/25/2019,13:07,Cash,145.44,7.272,7.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,3/8/2019,15:37,Credit card,203.94,10.197,7.7
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,3/13/2019,11:46,Ewallet,181.1,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,3/3/2019,13:42,Cash,259.6,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,3/29/2019,14:44,Cash,115.36,5.768,6.4
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,2/22/2019,15:33,Cash,65.82,3.291,4.1
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,2/18/2019,15:39,Cash,206.52,10.326,9.8
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,1/19/2019,10:21,Cash,88.61,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,1/2/2019,18:09,Credit card,199.64,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,3/12/2019,16:46,Credit card,39.01,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,2/25/2019,15:31,Cash,48.61,2.4305,4.4
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,2/25/2019,14:36,Ewallet,413.04,20.652,5.8
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,2/23/2019,12:29,Cash,119.68,5.984,8.6
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,3/30/2019,10:18,Cash,447.4,22.37,7.4
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,2/12/2019,10:25,Ewallet,234.75,11.7375,7.1
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,1/31/2019,10:46,Credit card,66.35,3.3175,9.7
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,2/15/2019,18:03,Ewallet,91.56,4.578,9.8
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,2/12/2019,14:33,Ewallet,143.26,7.163,8.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,1/31/2019,14:04,Cash,479.58,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,2/5/2019,19:05,Ewallet,138.66,6.933,9.7
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,2/8/2019,10:37,Ewallet,604.17,30.2085,5.3
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,2/24/2019,18:06,Credit card,402.6,20.13,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,2/10/2019,20:51,Cash,781.3,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,2/14/2019,17:29,Cash,198.74,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,2/9/2019,10:25,Cash,63.24,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,1/10/2019,11:34,Cash,373.95,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,3/11/2019,18:58,Credit card,207.69,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,2/18/2019,16:28,Ewallet,176.28,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,2/26/2019,20:26,Cash,206.37,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,1/18/2019,15:08,Cash,39.42,1.971,8.4
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,1/12/2019,15:48,Credit card,180.09,9.0045,5.7
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,2/2/2019,18:50,Cash,18.33,0.9165,4.3
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,2/19/2019,15:07,Cash,887.94,44.397,8.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,3/12/2019,19:53,Ewallet,390.96,19.548,6.4
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,1/13/2019,17:54,Credit card,356.58,17.829,6.8
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,3/12/2019,16:30,Cash,377.04,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,1/25/2019,10:11,Credit card,204.52,10.226,4
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,2/10/2019,12:50,Ewallet,74.07,3.7035,9.9
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,2/7/2019,18:48,Cash,198.18,9.909,6.8
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,2/4/2019,16:09,Credit card,522.06,26.103,9
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,2/2/2019,18:31,Credit card,431.3,21.565,5.5
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,1/11/2019,11:52,Cash,579.12,28.956,4.5
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,3/24/2019,13:48,Ewallet,73.5,3.675,8.5
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,3/23/2019,19:16,Ewallet,443.28,22.164,4.4
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,2/19/2019,10:12,Ewallet,196.96,9.848,9.2
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,2/24/2019,13:02,Cash,347.7,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,3/28/2019,12:58,Credit card,142.95,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,2/5/2019,15:26,Credit card,385.38,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,2/10/2019,18:23,Credit card,144.27,7.2135,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,3/5/2019,19:06,Ewallet,391.79,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,2/15/2019,20:21,Cash,538.3,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,1/30/2019,16:24,Ewallet,485.15,24.2575,9.3
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,1/20/2019,17:48,Ewallet,511.04,25.552,9.9
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,3/26/2019,20:14,Ewallet,505.4,25.27,4.3
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,1/1/2019,14:42,Credit card,742.2,37.11,4.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,1/20/2019,10:13,Cash,714,35.7,4.7
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,2/2/2019,15:47,Cash,412.16,20.608,9.6
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,2/27/2019,11:06,Credit card,135,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,2/15/2019,14:53,Credit card,993,49.65,6.6
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,3/28/2019,15:30,Credit card,215.04,10.752,9.2
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,3/14/2019,19:02,Credit card,383.11,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,3/2/2019,14:16,Cash,243,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,3/4/2019,15:44,Cash,30.24,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,1/7/2019,12:20,Credit card,356.56,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,3/8/2019,20:01,Credit card,375.5,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1/9/2019,13:45,Cash,954.4,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,3/1/2019,15:40,Ewallet,82.5,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,3/16/2019,16:58,Cash,74.97,3.7485,5.6
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,2/7/2019,10:18,Credit card,28.96,1.448,6.2
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,2/27/2019,15:12,Cash,755.76,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,3/7/2019,20:37,Ewallet,199.58,9.979,8
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,1/3/2019,16:47,Credit card,335.45,16.7725,9.1
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,2/19/2019,16:23,Cash,164.96,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,1/6/2019,12:12,Cash,326.72,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,3/14/2019,19:33,Cash,461.88,23.094,5.6
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,3/7/2019,13:12,Cash,139.95,6.9975,5
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,1/27/2019,14:28,Cash,143.6,7.18,5.4
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,2/3/2019,14:38,Cash,664.16,33.208,4.2
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,2/2/2019,19:40,Cash,183.82,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,1/25/2019,19:39,Credit card,121.92,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,3/14/2019,17:54,Ewallet,420.66,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,1/29/2019,12:25,Cash,252.48,12.624,8.9
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,1/24/2019,18:04,Credit card,693.44,34.672,7.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,3/20/2019,19:44,Cash,91.61,4.5805,9.8
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,1/5/2019,19:50,Credit card,318.42,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,2/22/2019,18:17,Ewallet,668.43,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,2/6/2019,17:20,Ewallet,387.92,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,1/30/2019,13:32,Credit card,94.6,4.73,4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,3/18/2019,17:15,Credit card,204.76,10.238,4.7
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,3/19/2019,14:35,Cash,53.22,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,1/14/2019,12:09,Cash,498.45,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,3/1/2019,15:32,Ewallet,299.56,14.978,4.2
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,2/4/2019,12:14,Cash,71.95,3.5975,7.3
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,1/31/2019,13:19,Cash,75.82,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,3/11/2019,13:37,Cash,280.62,14.031,6
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,3/14/2019,11:21,Credit card,46.96,2.348,7.9
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,1/27/2019,14:55,Ewallet,486.63,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,3/10/2019,14:04,Credit card,127.54,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,2/15/2019,12:31,Cash,241.44,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,1/26/2019,14:51,Cash,379.5,18.975,9.7
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,2/3/2019,11:25,Ewallet,674.5,33.725,4.2
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,2/1/2019,19:54,Cash,310.72,15.536,8.4
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,1/17/2019,17:59,Ewallet,77.1,3.855,6.1
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,2/9/2019,11:00,Cash,222.4,11.12,4.2
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,3/21/2019,16:08,Credit card,720.16,36.008,4.5
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,3/15/2019,10:26,Cash,122.31,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,3/5/2019,13:30,Credit card,246.36,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,3/4/2019,16:28,Cash,173.16,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,3/25/2019,20:18,Credit card,236.58,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,3/12/2019,20:04,Credit card,184.88,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,2/4/2019,13:38,Ewallet,13.98,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,2/22/2019,10:43,Ewallet,198.75,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,2/16/2019,17:30,Ewallet,684.53,34.2265,4.9
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,3/11/2019,12:01,Credit card,119.54,5.977,5.8
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,2/19/2019,14:53,Credit card,253.95,12.6975,5.3
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,1/4/2019,19:01,Cash,274.84,13.742,4.1
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,2/7/2019,10:09,Cash,744.96,37.248,6.8
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,1/28/2019,19:24,Ewallet,119.1,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,1/2/2019,13:00,Cash,342.1,17.105,5.1
